,shape,class
1950,D00337_06_fill_holes_and_orientation.obj,Shelf
1951,D00352_06_fill_holes_and_orientation.obj,Shelf
1952,D00468_06_fill_holes_and_orientation.obj,Shelf
1953,D00592_06_fill_holes_and_orientation.obj,Shelf
1954,D00631_06_fill_holes_and_orientation.obj,Shelf
1955,D00691_06_fill_holes_and_orientation.obj,Shelf
1956,D00725_06_fill_holes_and_orientation.obj,Shelf
1957,D00772_06_fill_holes_and_orientation.obj,Shelf
1958,D00781_06_fill_holes_and_orientation.obj,Shelf
1959,D00818_06_fill_holes_and_orientation.obj,Shelf
1960,D00881_06_fill_holes_and_orientation.obj,Shelf
1961,D00887_06_fill_holes_and_orientation.obj,Shelf
1962,D00917_06_fill_holes_and_orientation.obj,Shelf
1963,D00956_06_fill_holes_and_orientation.obj,Shelf
1964,m844_06_fill_holes_and_orientation.obj,Shelf
1965,m845_06_fill_holes_and_orientation.obj,Shelf
1966,m846_06_fill_holes_and_orientation.obj,Shelf
1967,m847_06_fill_holes_and_orientation.obj,Shelf
1968,m849_06_fill_holes_and_orientation.obj,Shelf
1969,m850_06_fill_holes_and_orientation.obj,Shelf
1970,m851_06_fill_holes_and_orientation.obj,Shelf
1971,m852_06_fill_holes_and_orientation.obj,Shelf
1972,m853_06_fill_holes_and_orientation.obj,Shelf
1973,m854_06_fill_holes_and_orientation.obj,Shelf
1974,m855_06_fill_holes_and_orientation.obj,Shelf
1975,m856_06_fill_holes_and_orientation.obj,Shelf
1976,m857_06_fill_holes_and_orientation.obj,Shelf
1977,m858_06_fill_holes_and_orientation.obj,Shelf
1978,m859_06_fill_holes_and_orientation.obj,Shelf
1979,m860_06_fill_holes_and_orientation.obj,Shelf
1980,m861_06_fill_holes_and_orientation.obj,Shelf
1981,m862_06_fill_holes_and_orientation.obj,Shelf
1982,m863_06_fill_holes_and_orientation.obj,Shelf
1983,m864_06_fill_holes_and_orientation.obj,Shelf
1984,m865_06_fill_holes_and_orientation.obj,Shelf
1985,m866_06_fill_holes_and_orientation.obj,Shelf
1986,m868_06_fill_holes_and_orientation.obj,Shelf
1987,D00027_06_fill_holes_and_orientation.obj,Ship
1988,D00042_06_fill_holes_and_orientation.obj,Ship
1989,D00099_06_fill_holes_and_orientation.obj,Ship
1990,D00175_06_fill_holes_and_orientation.obj,Ship
1991,D00247_06_fill_holes_and_orientation.obj,Ship
1992,D00258_06_fill_holes_and_orientation.obj,Ship
1993,D00292_06_fill_holes_and_orientation.obj,Ship
1994,D00429_06_fill_holes_and_orientation.obj,Ship
1995,D00467_06_fill_holes_and_orientation.obj,Ship
1996,D00539_06_fill_holes_and_orientation.obj,Ship
1997,D00543_06_fill_holes_and_orientation.obj,Ship
1998,D00647_06_fill_holes_and_orientation.obj,Ship
1999,D00771_06_fill_holes_and_orientation.obj,Ship
2000,D00791_06_fill_holes_and_orientation.obj,Ship
2001,D00809_06_fill_holes_and_orientation.obj,Ship
2002,D00837_06_fill_holes_and_orientation.obj,Ship
2003,D00896_06_fill_holes_and_orientation.obj,Ship
2004,D00907_06_fill_holes_and_orientation.obj,Ship
2005,D00935_06_fill_holes_and_orientation.obj,Ship
2006,D00949_06_fill_holes_and_orientation.obj,Ship
2007,m1427_06_fill_holes_and_orientation.obj,Ship
2008,m1428_06_fill_holes_and_orientation.obj,Ship
2009,m1429_06_fill_holes_and_orientation.obj,Ship
2010,m1430_06_fill_holes_and_orientation.obj,Ship
2011,m1431_06_fill_holes_and_orientation.obj,Ship
2012,m1432_06_fill_holes_and_orientation.obj,Ship
2013,m1433_06_fill_holes_and_orientation.obj,Ship
2014,m1434_06_fill_holes_and_orientation.obj,Ship
2015,m1435_06_fill_holes_and_orientation.obj,Ship
2016,m1436_06_fill_holes_and_orientation.obj,Ship
2017,m1437_06_fill_holes_and_orientation.obj,Ship
2018,m1438_06_fill_holes_and_orientation.obj,Ship
2019,m1439_06_fill_holes_and_orientation.obj,Ship
2020,m1440_06_fill_holes_and_orientation.obj,Ship
2021,m1441_06_fill_holes_and_orientation.obj,Ship
2022,m1442_06_fill_holes_and_orientation.obj,Ship
2023,m1444_06_fill_holes_and_orientation.obj,Ship
2024,m1446_06_fill_holes_and_orientation.obj,Ship
2025,m1447_06_fill_holes_and_orientation.obj,Ship
2026,m1449_06_fill_holes_and_orientation.obj,Ship
2027,m1450_06_fill_holes_and_orientation.obj,Ship
2028,m1451_06_fill_holes_and_orientation.obj,Ship
2029,m1452_06_fill_holes_and_orientation.obj,Ship
2030,m1453_06_fill_holes_and_orientation.obj,Ship
2031,m1454_06_fill_holes_and_orientation.obj,Ship
2032,m1455_06_fill_holes_and_orientation.obj,Ship
2033,m1456_06_fill_holes_and_orientation.obj,Ship
2034,m1457_06_fill_holes_and_orientation.obj,Ship
2035,m1458_06_fill_holes_and_orientation.obj,Ship
2036,m1459_06_fill_holes_and_orientation.obj,Ship
2037,m1460_06_fill_holes_and_orientation.obj,Ship
2038,m1461_06_fill_holes_and_orientation.obj,Ship
2039,m1462_06_fill_holes_and_orientation.obj,Ship
2040,m1463_06_fill_holes_and_orientation.obj,Ship
2041,m1464_06_fill_holes_and_orientation.obj,Ship
2042,m1465_06_fill_holes_and_orientation.obj,Ship
2043,m1466_06_fill_holes_and_orientation.obj,Ship
2044,m1467_06_fill_holes_and_orientation.obj,Ship
2045,m1468_06_fill_holes_and_orientation.obj,Ship
2046,m1469_06_fill_holes_and_orientation.obj,Ship
2047,m1470_06_fill_holes_and_orientation.obj,Ship
2048,m1471_06_fill_holes_and_orientation.obj,Ship
2049,m1676_06_fill_holes_and_orientation.obj,Sign
2050,m1678_06_fill_holes_and_orientation.obj,Sign
2051,m1679_06_fill_holes_and_orientation.obj,Sign
2052,m1680_06_fill_holes_and_orientation.obj,Sign
2053,m1681_06_fill_holes_and_orientation.obj,Sign
2054,m1682_06_fill_holes_and_orientation.obj,Sign
2055,m1683_06_fill_holes_and_orientation.obj,Sign
2056,m1684_06_fill_holes_and_orientation.obj,Sign
2057,m1685_06_fill_holes_and_orientation.obj,Sign
2058,D00006_06_fill_holes_and_orientation.obj,Skyscraper
2059,D00058_06_fill_holes_and_orientation.obj,Skyscraper
2060,D00059_06_fill_holes_and_orientation.obj,Skyscraper
2061,D00105_06_fill_holes_and_orientation.obj,Skyscraper
2062,D00125_06_fill_holes_and_orientation.obj,Skyscraper
2063,D00126_06_fill_holes_and_orientation.obj,Skyscraper
2064,D00130_06_fill_holes_and_orientation.obj,Skyscraper
2065,D00259_06_fill_holes_and_orientation.obj,Skyscraper
2066,D00300_06_fill_holes_and_orientation.obj,Skyscraper
2067,D00520_06_fill_holes_and_orientation.obj,Skyscraper
2068,D00532_06_fill_holes_and_orientation.obj,Skyscraper
2069,D00584_06_fill_holes_and_orientation.obj,Skyscraper
2070,D00589_06_fill_holes_and_orientation.obj,Skyscraper
2071,D00641_06_fill_holes_and_orientation.obj,Skyscraper
2072,D00664_06_fill_holes_and_orientation.obj,Skyscraper
2073,D00729_06_fill_holes_and_orientation.obj,Skyscraper
2074,D00822_06_fill_holes_and_orientation.obj,Skyscraper
2075,D00870_06_fill_holes_and_orientation.obj,Skyscraper
2076,D00872_06_fill_holes_and_orientation.obj,Skyscraper
2077,D00998_06_fill_holes_and_orientation.obj,Skyscraper
2078,D00014_06_fill_holes_and_orientation.obj,Spoon
2079,D00085_06_fill_holes_and_orientation.obj,Spoon
2080,D00144_06_fill_holes_and_orientation.obj,Spoon
2081,D00157_06_fill_holes_and_orientation.obj,Spoon
2082,D00196_06_fill_holes_and_orientation.obj,Spoon
2083,D00338_06_fill_holes_and_orientation.obj,Spoon
2084,D00422_06_fill_holes_and_orientation.obj,Spoon
2085,D00474_06_fill_holes_and_orientation.obj,Spoon
2086,D00497_06_fill_holes_and_orientation.obj,Spoon
2087,D00517_06_fill_holes_and_orientation.obj,Spoon
2088,D00562_06_fill_holes_and_orientation.obj,Spoon
2089,D00593_06_fill_holes_and_orientation.obj,Spoon
2090,D00661_06_fill_holes_and_orientation.obj,Spoon
2091,D00669_06_fill_holes_and_orientation.obj,Spoon
2092,D00683_06_fill_holes_and_orientation.obj,Spoon
2093,D00790_06_fill_holes_and_orientation.obj,Spoon
2094,D00842_06_fill_holes_and_orientation.obj,Spoon
2095,D00927_06_fill_holes_and_orientation.obj,Spoon
2096,D00964_06_fill_holes_and_orientation.obj,Spoon
2097,m1353_06_fill_holes_and_orientation.obj,Starship
2098,m1354_06_fill_holes_and_orientation.obj,Starship
2099,m1355_06_fill_holes_and_orientation.obj,Starship
2100,m1356_06_fill_holes_and_orientation.obj,Starship
2101,m1357_06_fill_holes_and_orientation.obj,Starship
2102,m1358_06_fill_holes_and_orientation.obj,Starship
2103,m1359_06_fill_holes_and_orientation.obj,Starship
2104,m1360_06_fill_holes_and_orientation.obj,Starship
2105,m1361_06_fill_holes_and_orientation.obj,Starship
2106,m1362_06_fill_holes_and_orientation.obj,Starship
2107,m1364_06_fill_holes_and_orientation.obj,Starship
2108,m1365_06_fill_holes_and_orientation.obj,Starship
2109,m1366_06_fill_holes_and_orientation.obj,Starship
2110,m1368_06_fill_holes_and_orientation.obj,Starship
2111,m1369_06_fill_holes_and_orientation.obj,Starship
2112,m1370_06_fill_holes_and_orientation.obj,Starship
2113,m1371_06_fill_holes_and_orientation.obj,Starship
2114,m1372_06_fill_holes_and_orientation.obj,Starship
2115,m1373_06_fill_holes_and_orientation.obj,Starship
2116,m1374_06_fill_holes_and_orientation.obj,Starship
2117,m1375_06_fill_holes_and_orientation.obj,Starship
2118,m1376_06_fill_holes_and_orientation.obj,Starship
2119,m1378_06_fill_holes_and_orientation.obj,Starship
2120,m1379_06_fill_holes_and_orientation.obj,Starship
2121,m1380_06_fill_holes_and_orientation.obj,Starship
2122,m1381_06_fill_holes_and_orientation.obj,Starship
2123,m1382_06_fill_holes_and_orientation.obj,Starship
2124,m1383_06_fill_holes_and_orientation.obj,Starship
2125,m1384_06_fill_holes_and_orientation.obj,Starship
2126,m1385_06_fill_holes_and_orientation.obj,Starship
2127,m1386_06_fill_holes_and_orientation.obj,Starship
2128,D00052_06_fill_holes_and_orientation.obj,SubmachineGun
2129,D00060_06_fill_holes_and_orientation.obj,SubmachineGun
2130,D00062_06_fill_holes_and_orientation.obj,SubmachineGun
2131,D00064_06_fill_holes_and_orientation.obj,SubmachineGun
2132,D00068_06_fill_holes_and_orientation.obj,SubmachineGun
2133,D00119_06_fill_holes_and_orientation.obj,SubmachineGun
2134,D00219_06_fill_holes_and_orientation.obj,SubmachineGun
2135,D00256_06_fill_holes_and_orientation.obj,SubmachineGun
2136,D00371_06_fill_holes_and_orientation.obj,SubmachineGun
2137,D00384_06_fill_holes_and_orientation.obj,SubmachineGun
2138,D00431_06_fill_holes_and_orientation.obj,SubmachineGun
2139,D00459_06_fill_holes_and_orientation.obj,SubmachineGun
2140,D00489_06_fill_holes_and_orientation.obj,SubmachineGun
2141,D00537_06_fill_holes_and_orientation.obj,SubmachineGun
2142,D00613_06_fill_holes_and_orientation.obj,SubmachineGun
2143,D00733_06_fill_holes_and_orientation.obj,SubmachineGun
2144,D00878_06_fill_holes_and_orientation.obj,SubmachineGun
2145,D00893_06_fill_holes_and_orientation.obj,SubmachineGun
2146,D00960_06_fill_holes_and_orientation.obj,SubmachineGun
2147,D00970_06_fill_holes_and_orientation.obj,SubmachineGun
2148,D00066_06_fill_holes_and_orientation.obj,Sword
2149,D00071_06_fill_holes_and_orientation.obj,Sword
2150,D00133_06_fill_holes_and_orientation.obj,Sword
2151,D00162_06_fill_holes_and_orientation.obj,Sword
2152,D00177_06_fill_holes_and_orientation.obj,Sword
2153,D00195_06_fill_holes_and_orientation.obj,Sword
2154,D00249_06_fill_holes_and_orientation.obj,Sword
2155,D00356_06_fill_holes_and_orientation.obj,Sword
2156,D00484_06_fill_holes_and_orientation.obj,Sword
2157,D00513_06_fill_holes_and_orientation.obj,Sword
2158,D00540_06_fill_holes_and_orientation.obj,Sword
2159,D00635_06_fill_holes_and_orientation.obj,Sword
2160,D00712_06_fill_holes_and_orientation.obj,Sword
2161,D00808_06_fill_holes_and_orientation.obj,Sword
2162,D00812_06_fill_holes_and_orientation.obj,Sword
2163,D00906_06_fill_holes_and_orientation.obj,Sword
2164,D00916_06_fill_holes_and_orientation.obj,Sword
2165,D00992_06_fill_holes_and_orientation.obj,Sword
2166,m687_06_fill_holes_and_orientation.obj,Sword
2167,m688_06_fill_holes_and_orientation.obj,Sword
2168,m691_06_fill_holes_and_orientation.obj,Sword
2169,m692_06_fill_holes_and_orientation.obj,Sword
2170,m694_06_fill_holes_and_orientation.obj,Sword
2171,m695_06_fill_holes_and_orientation.obj,Sword
2172,m696_06_fill_holes_and_orientation.obj,Sword
2173,m697_06_fill_holes_and_orientation.obj,Sword
2174,m698_06_fill_holes_and_orientation.obj,Sword
2175,m699_06_fill_holes_and_orientation.obj,Sword
2176,m700_06_fill_holes_and_orientation.obj,Sword
2177,m701_06_fill_holes_and_orientation.obj,Sword
2178,m702_06_fill_holes_and_orientation.obj,Sword
2179,m703_06_fill_holes_and_orientation.obj,Sword
2180,m704_06_fill_holes_and_orientation.obj,Sword
2181,m705_06_fill_holes_and_orientation.obj,Sword
2182,m707_06_fill_holes_and_orientation.obj,Sword
2183,m709_06_fill_holes_and_orientation.obj,Sword
2184,m710_06_fill_holes_and_orientation.obj,Sword
2185,m711_06_fill_holes_and_orientation.obj,Sword
2186,m712_06_fill_holes_and_orientation.obj,Sword
2187,m713_06_fill_holes_and_orientation.obj,Sword
2188,m714_06_fill_holes_and_orientation.obj,Sword
2189,m715_06_fill_holes_and_orientation.obj,Sword
2190,m716_06_fill_holes_and_orientation.obj,Sword
2191,m717_06_fill_holes_and_orientation.obj,Sword
2192,m718_06_fill_holes_and_orientation.obj,Sword
2193,m719_06_fill_holes_and_orientation.obj,Sword
2194,m720_06_fill_holes_and_orientation.obj,Sword
2195,m721_06_fill_holes_and_orientation.obj,Sword
2196,D01003_06_fill_holes_and_orientation.obj,Tool
2197,D01012_06_fill_holes_and_orientation.obj,Tool
2198,D01040_06_fill_holes_and_orientation.obj,Tool
2199,D01044_06_fill_holes_and_orientation.obj,Tool
2200,D01069_06_fill_holes_and_orientation.obj,Tool
2201,D01084_06_fill_holes_and_orientation.obj,Tool
2202,D01086_06_fill_holes_and_orientation.obj,Tool
2203,D01111_06_fill_holes_and_orientation.obj,Tool
2204,D01113_06_fill_holes_and_orientation.obj,Tool
2205,D01127_06_fill_holes_and_orientation.obj,Tool
2206,D01131_06_fill_holes_and_orientation.obj,Tool
2207,D01140_06_fill_holes_and_orientation.obj,Tool
2208,D01142_06_fill_holes_and_orientation.obj,Tool
2209,D01148_06_fill_holes_and_orientation.obj,Tool
2210,D01152_06_fill_holes_and_orientation.obj,Tool
2211,D01154_06_fill_holes_and_orientation.obj,Tool
2212,D01156_06_fill_holes_and_orientation.obj,Tool
2213,D01159_06_fill_holes_and_orientation.obj,Tool
2214,D01165_06_fill_holes_and_orientation.obj,Tool
2215,D01176_06_fill_holes_and_orientation.obj,Tool
2216,m1099_06_fill_holes_and_orientation.obj,Tool
2217,m1100_06_fill_holes_and_orientation.obj,Tool
2218,m1102_06_fill_holes_and_orientation.obj,Tool
2219,m1103_06_fill_holes_and_orientation.obj,Tool
2220,m1104_06_fill_holes_and_orientation.obj,Tool
2221,m1105_06_fill_holes_and_orientation.obj,Tool
2222,m1106_06_fill_holes_and_orientation.obj,Tool
2223,m1107_06_fill_holes_and_orientation.obj,Tool
2224,m1108_06_fill_holes_and_orientation.obj,Tool
2225,m1109_06_fill_holes_and_orientation.obj,Tool
2226,m1110_06_fill_holes_and_orientation.obj,Tool
2227,m1111_06_fill_holes_and_orientation.obj,Tool
2228,m1112_06_fill_holes_and_orientation.obj,Tool
2229,m1113_06_fill_holes_and_orientation.obj,Tool
2230,m1114_06_fill_holes_and_orientation.obj,Tool
2231,m1115_06_fill_holes_and_orientation.obj,Tool
2232,m1116_06_fill_holes_and_orientation.obj,Tool
2233,m1117_06_fill_holes_and_orientation.obj,Tool
2234,m587_06_fill_holes_and_orientation.obj,Tool
2235,m588_06_fill_holes_and_orientation.obj,Tool
2236,m589_06_fill_holes_and_orientation.obj,Tool
2237,m590_06_fill_holes_and_orientation.obj,Tool
2238,m591_06_fill_holes_and_orientation.obj,Tool
2239,D01008_06_fill_holes_and_orientation.obj,Train
2240,D01014_06_fill_holes_and_orientation.obj,Train
2241,D01016_06_fill_holes_and_orientation.obj,Train
2242,D01027_06_fill_holes_and_orientation.obj,Train
2243,D01031_06_fill_holes_and_orientation.obj,Train
2244,D01035_06_fill_holes_and_orientation.obj,Train
2245,D01047_06_fill_holes_and_orientation.obj,Train
2246,D01055_06_fill_holes_and_orientation.obj,Train
2247,D01059_06_fill_holes_and_orientation.obj,Train
2248,D01061_06_fill_holes_and_orientation.obj,Train
2249,D01064_06_fill_holes_and_orientation.obj,Train
2250,D01089_06_fill_holes_and_orientation.obj,Train
2251,D01094_06_fill_holes_and_orientation.obj,Train
2252,D01095_06_fill_holes_and_orientation.obj,Train
2253,D01134_06_fill_holes_and_orientation.obj,Train
2254,D01137_06_fill_holes_and_orientation.obj,Train
2255,D01147_06_fill_holes_and_orientation.obj,Train
2256,D01149_06_fill_holes_and_orientation.obj,Train
2257,D01163_06_fill_holes_and_orientation.obj,Train
2258,D01180_06_fill_holes_and_orientation.obj,Train
2259,m1578_06_fill_holes_and_orientation.obj,Train
2260,m1580_06_fill_holes_and_orientation.obj,Train
2261,m1581_06_fill_holes_and_orientation.obj,Train
2262,m1582_06_fill_holes_and_orientation.obj,Train
2263,m1583_06_fill_holes_and_orientation.obj,Train
2264,m1584_06_fill_holes_and_orientation.obj,Train
2265,m1585_06_fill_holes_and_orientation.obj,Train
2266,m1586_06_fill_holes_and_orientation.obj,Train
2267,m1587_06_fill_holes_and_orientation.obj,Train
2268,m1588_06_fill_holes_and_orientation.obj,Train
2269,D00096_06_fill_holes_and_orientation.obj,Tree
2270,D00200_06_fill_holes_and_orientation.obj,Tree
2271,D00221_06_fill_holes_and_orientation.obj,Tree
2272,D00223_06_fill_holes_and_orientation.obj,Tree
2273,D00367_06_fill_holes_and_orientation.obj,Tree
2274,D00385_06_fill_holes_and_orientation.obj,Tree
2275,D00393_06_fill_holes_and_orientation.obj,Tree
2276,D00439_06_fill_holes_and_orientation.obj,Tree
2277,D00456_06_fill_holes_and_orientation.obj,Tree
2278,D00479_06_fill_holes_and_orientation.obj,Tree
2279,D00533_06_fill_holes_and_orientation.obj,Tree
2280,D00573_06_fill_holes_and_orientation.obj,Tree
2281,D00612_06_fill_holes_and_orientation.obj,Tree
2282,D00727_06_fill_holes_and_orientation.obj,Tree
2283,D00765_06_fill_holes_and_orientation.obj,Tree
2284,D00777_06_fill_holes_and_orientation.obj,Tree
2285,D00810_06_fill_holes_and_orientation.obj,Tree
2286,D00834_06_fill_holes_and_orientation.obj,Tree
2287,D00911_06_fill_holes_and_orientation.obj,Tree
2288,D00996_06_fill_holes_and_orientation.obj,Tree
2289,m1050_06_fill_holes_and_orientation.obj,Tree
2290,m1062_06_fill_holes_and_orientation.obj,Tree
2291,m1063_06_fill_holes_and_orientation.obj,Tree
2292,m1064_06_fill_holes_and_orientation.obj,Tree
2293,m1065_06_fill_holes_and_orientation.obj,Tree
2294,m1066_06_fill_holes_and_orientation.obj,Tree
2295,m1067_06_fill_holes_and_orientation.obj,Tree
2296,m1068_06_fill_holes_and_orientation.obj,Tree
2297,m1069_06_fill_holes_and_orientation.obj,Tree
2298,m1070_06_fill_holes_and_orientation.obj,Tree
2299,m1071_06_fill_holes_and_orientation.obj,Tree
2300,m1072_06_fill_holes_and_orientation.obj,Tree
2301,m1075_06_fill_holes_and_orientation.obj,Tree
2302,m1077_06_fill_holes_and_orientation.obj,Tree
2303,m1078_06_fill_holes_and_orientation.obj,Tree
2304,m1079_06_fill_holes_and_orientation.obj,Tree
2305,m1082_06_fill_holes_and_orientation.obj,Tree
2306,m1086_06_fill_holes_and_orientation.obj,Tree
2307,m1089_06_fill_holes_and_orientation.obj,Tree
2308,m1090_06_fill_holes_and_orientation.obj,Tree
2309,m1091_06_fill_holes_and_orientation.obj,Tree
2310,m1092_06_fill_holes_and_orientation.obj,Tree
2311,m1093_06_fill_holes_and_orientation.obj,Tree
2312,m1095_06_fill_holes_and_orientation.obj,Tree
2313,m1096_06_fill_holes_and_orientation.obj,Tree
2314,m1098_06_fill_holes_and_orientation.obj,Tree
2315,D00002_06_fill_holes_and_orientation.obj,Truck
2316,D00003_06_fill_holes_and_orientation.obj,Truck
2317,D00010_06_fill_holes_and_orientation.obj,Truck
2318,D00029_06_fill_holes_and_orientation.obj,Truck
2319,D00047_06_fill_holes_and_orientation.obj,Truck
2320,D00056_06_fill_holes_and_orientation.obj,Truck
2321,D00112_06_fill_holes_and_orientation.obj,Truck
2322,D00158_06_fill_holes_and_orientation.obj,Truck
2323,D00241_06_fill_holes_and_orientation.obj,Truck
2324,D00287_06_fill_holes_and_orientation.obj,Truck
2325,D00303_06_fill_holes_and_orientation.obj,Truck
2326,D00331_06_fill_holes_and_orientation.obj,Truck
2327,D00406_06_fill_holes_and_orientation.obj,Truck
2328,D00424_06_fill_holes_and_orientation.obj,Truck
2329,D00518_06_fill_holes_and_orientation.obj,Truck
2330,D00804_06_fill_holes_and_orientation.obj,Truck
2331,D00835_06_fill_holes_and_orientation.obj,Truck
2332,D00926_06_fill_holes_and_orientation.obj,Truck
2333,D00947_06_fill_holes_and_orientation.obj,Truck
2334,D00987_06_fill_holes_and_orientation.obj,Truck
2335,m1570_06_fill_holes_and_orientation.obj,Truck
2336,m1571_06_fill_holes_and_orientation.obj,Truck
2337,m1572_06_fill_holes_and_orientation.obj,Truck
2338,m1573_06_fill_holes_and_orientation.obj,Truck
2339,m1574_06_fill_holes_and_orientation.obj,Truck
2340,m1575_06_fill_holes_and_orientation.obj,Truck
2341,m1576_06_fill_holes_and_orientation.obj,Truck
2342,D00055_06_fill_holes_and_orientation.obj,TruckNonContainer
2343,D00143_06_fill_holes_and_orientation.obj,TruckNonContainer
2344,D00148_06_fill_holes_and_orientation.obj,TruckNonContainer
2345,D00215_06_fill_holes_and_orientation.obj,TruckNonContainer
2346,D00252_06_fill_holes_and_orientation.obj,TruckNonContainer
2347,D00266_06_fill_holes_and_orientation.obj,TruckNonContainer
2348,D00267_06_fill_holes_and_orientation.obj,TruckNonContainer
2349,D00275_06_fill_holes_and_orientation.obj,TruckNonContainer
2350,D00283_06_fill_holes_and_orientation.obj,TruckNonContainer
2351,D00353_06_fill_holes_and_orientation.obj,TruckNonContainer
2352,D00553_06_fill_holes_and_orientation.obj,TruckNonContainer
2353,D00572_06_fill_holes_and_orientation.obj,TruckNonContainer
2354,D00608_06_fill_holes_and_orientation.obj,TruckNonContainer
2355,D00619_06_fill_holes_and_orientation.obj,TruckNonContainer
2356,D00699_06_fill_holes_and_orientation.obj,TruckNonContainer
2357,D00731_06_fill_holes_and_orientation.obj,TruckNonContainer
2358,D00737_06_fill_holes_and_orientation.obj,TruckNonContainer
2359,D00783_06_fill_holes_and_orientation.obj,TruckNonContainer
2360,D00879_06_fill_holes_and_orientation.obj,TruckNonContainer
2361,D00943_06_fill_holes_and_orientation.obj,TruckNonContainer
2362,m527_06_fill_holes_and_orientation.obj,Vase
2363,m528_06_fill_holes_and_orientation.obj,Vase
2364,m529_06_fill_holes_and_orientation.obj,Vase
2365,m531_06_fill_holes_and_orientation.obj,Vase
2366,m532_06_fill_holes_and_orientation.obj,Vase
2367,m533_06_fill_holes_and_orientation.obj,Vase
2368,m534_06_fill_holes_and_orientation.obj,Vase
2369,m535_06_fill_holes_and_orientation.obj,Vase
2370,m536_06_fill_holes_and_orientation.obj,Vase
2371,m537_06_fill_holes_and_orientation.obj,Vase
2372,m538_06_fill_holes_and_orientation.obj,Vase
2373,m539_06_fill_holes_and_orientation.obj,Vase
2374,m540_06_fill_holes_and_orientation.obj,Vase
2375,m542_06_fill_holes_and_orientation.obj,Vase
2376,m543_06_fill_holes_and_orientation.obj,Vase
2377,m544_06_fill_holes_and_orientation.obj,Vase
2378,m545_06_fill_holes_and_orientation.obj,Vase
2379,m546_06_fill_holes_and_orientation.obj,Vase
2380,m547_06_fill_holes_and_orientation.obj,Vase
2381,D00108_06_fill_holes_and_orientation.obj,Violin
2382,D00216_06_fill_holes_and_orientation.obj,Violin
2383,D00250_06_fill_holes_and_orientation.obj,Violin
2384,D00324_06_fill_holes_and_orientation.obj,Violin
2385,D00340_06_fill_holes_and_orientation.obj,Violin
2386,D00349_06_fill_holes_and_orientation.obj,Violin
2387,D00358_06_fill_holes_and_orientation.obj,Violin
2388,D00376_06_fill_holes_and_orientation.obj,Violin
2389,D00506_06_fill_holes_and_orientation.obj,Violin
2390,D00570_06_fill_holes_and_orientation.obj,Violin
2391,D00598_06_fill_holes_and_orientation.obj,Violin
2392,D00602_06_fill_holes_and_orientation.obj,Violin
2393,D00620_06_fill_holes_and_orientation.obj,Violin
2394,D00675_06_fill_holes_and_orientation.obj,Violin
2395,D00701_06_fill_holes_and_orientation.obj,Violin
2396,D00704_06_fill_holes_and_orientation.obj,Violin
2397,D00743_06_fill_holes_and_orientation.obj,Violin
2398,D00891_06_fill_holes_and_orientation.obj,Violin
2399,D00898_06_fill_holes_and_orientation.obj,Violin
2400,D00993_06_fill_holes_and_orientation.obj,Violin
2401,m733_06_fill_holes_and_orientation.obj,Wheel
2402,m734_06_fill_holes_and_orientation.obj,Wheel
2403,m735_06_fill_holes_and_orientation.obj,Wheel
2404,m736_06_fill_holes_and_orientation.obj,Wheel
2405,m737_06_fill_holes_and_orientation.obj,Wheel
2406,m738_06_fill_holes_and_orientation.obj,Wheel
2407,m739_06_fill_holes_and_orientation.obj,Wheel
2408,m740_06_fill_holes_and_orientation.obj,Wheel
2409,m741_06_fill_holes_and_orientation.obj,Wheel
2410,m742_06_fill_holes_and_orientation.obj,Wheel
2411,m743_06_fill_holes_and_orientation.obj,Wheel
2412,m744_06_fill_holes_and_orientation.obj,Wheel
2413,m745_06_fill_holes_and_orientation.obj,Wheel
2414,m746_06_fill_holes_and_orientation.obj,Wheel
2415,m747_06_fill_holes_and_orientation.obj,Wheel
2416,m748_06_fill_holes_and_orientation.obj,Wheel
2417,m749_06_fill_holes_and_orientation.obj,Wheel
2418,D00004_06_fill_holes_and_orientation.obj,WheelChair
2419,D00070_06_fill_holes_and_orientation.obj,WheelChair
2420,D00088_06_fill_holes_and_orientation.obj,WheelChair
2421,D00183_06_fill_holes_and_orientation.obj,WheelChair
2422,D00203_06_fill_holes_and_orientation.obj,WheelChair
2423,D00274_06_fill_holes_and_orientation.obj,WheelChair
2424,D00290_06_fill_holes_and_orientation.obj,WheelChair
2425,D00365_06_fill_holes_and_orientation.obj,WheelChair
2426,D00394_06_fill_holes_and_orientation.obj,WheelChair
2427,D00449_06_fill_holes_and_orientation.obj,WheelChair
2428,D00453_06_fill_holes_and_orientation.obj,WheelChair
2429,D00499_06_fill_holes_and_orientation.obj,WheelChair
2430,D00526_06_fill_holes_and_orientation.obj,WheelChair
2431,D00604_06_fill_holes_and_orientation.obj,WheelChair
2432,D00628_06_fill_holes_and_orientation.obj,WheelChair
2433,D00687_06_fill_holes_and_orientation.obj,WheelChair
2434,D00720_06_fill_holes_and_orientation.obj,WheelChair
2435,D00782_06_fill_holes_and_orientation.obj,WheelChair
2436,D00821_06_fill_holes_and_orientation.obj,WheelChair
2437,D00846_06_fill_holes_and_orientation.obj,WheelChair
