mesh_index,bary_before_translation,bary_after_translation,bbox_before_scaling,bbox_after_scaling
2366,6.871324594,6.66E-15,13.24870741,1
2367,2.087242649,6.32E-15,7.407580137,1
2368,5.845080221,5.00E-14,17.42250991,1
2369,0.507172391,2.36E-15,10.15451002,1
2370,8.381869663,5.51E-14,17.24569619,1
2371,7.547619652,3.88E-14,17.08942008,1
2372,0.132153875,7.31E-16,0.480570003,1
2373,9.676745262,8.26E-14,19.89696915,1
2374,5.839900163,9.40E-15,11.03401767,1
2375,2.909360384,2.17E-14,10.52472997,1
2376,8.646501966,5.07E-14,10.01820278,1
2377,15.20551427,7.08E-14,19.37739944,1
2378,24.81106743,5.39E-14,20.91390991,1
2379,5.239549625,4.94E-14,10.80434967,1
2380,0.582471835,2.94E-15,0.950000023,1
2381,0.515756422,1.86E-15,0.950000023,1
2382,0.496221276,4.26E-15,0.950000023,1
2383,0.505258814,2.45E-15,0.950000023,1
2384,0.550753277,4.16E-15,0.950000023,1
2385,0.609454292,6.32E-15,0.950000023,1
2386,0.514116735,3.37E-15,0.950000023,1
2387,3.439175954,2.77E-14,5.85284996,1
2388,8.412767173,3.84E-14,4.307340086,1
2389,12.05302227,1.74E-14,4.55107975,1
2390,90.88716171,3.21E-13,489.2190094,1
2391,9.155156157,8.63E-14,20.5338192,1
2392,3.016593926,1.71E-14,5.776235931,1
2393,86.71427362,7.11E-13,137.2977481,1
2394,32.67071631,4.02E-13,27.70970154,1
2395,1.161033625,4.42E-15,0.180673003,1
2396,3.490142693,1.04E-14,7.41188015,1
2397,3.660218587,4.02E-14,13.94987011,1
2398,4.315488845,2.64E-14,9.245790482,1
2399,3.232881969,8.20E-15,5.003477171,1
2400,124.2582341,7.32E-13,485.1480103,1
2401,3.134750413,1.62E-14,5.53454794,1
2402,6.220352403,1.69E-14,7.848921031,1
2403,110.4425381,1.02E-13,293.5005951,1
2404,12.14742106,4.89E-14,7.801970482,1
2405,7.364952546,5.20E-14,7.659490108,1
2406,2.464997419,1.37E-14,4.350060139,1
2407,0.813600867,6.27E-15,0.950000023,1
2408,0.580042277,1.07E-15,0.950012004,1
2409,0.836113644,3.93E-15,0.950000023,1
2410,0.511392564,1.55E-15,0.950000023,1
2411,0.654003276,1.42E-15,0.950000023,1
2412,0.615690621,2.09E-15,0.950000023,1
2413,0.633969607,3.82E-15,0.950000023,1
2414,0.735368543,1.36E-15,0.950000023,1
2415,0.558129992,4.24E-15,0.952395791,1
2416,0.59340748,2.54E-15,0.950000023,1
2417,0.751308631,2.43E-15,0.947536981,1
2418,0.746322242,3.44E-15,0.950000023,1
2419,0.812474589,2.39E-15,0.950000023,1
2420,0.80412515,3.03E-15,0.950000023,1
2421,0.797808802,3.38E-15,0.950000023,1
2422,0.811198067,2.07E-15,0.950000023,1
2423,0.698441231,1.97E-15,0.949915027,1
2424,0.746638118,2.92E-15,0.950000023,1
2425,0.702561349,1.98E-15,0.950000023,1
2426,0.809095383,3.72E-15,0.950000023,1
2427,3.83669841,1.85E-14,5.577899933,1
2428,0.520557562,1.33E-15,0.589905009,1
2429,0.244387273,1.97E-15,0.609859005,1
2430,4.562187377,1.46E-14,3.081359863,1
2431,1.536873714,5.67E-15,0.603140116,1
2432,23.32039115,2.03E-13,1.077569962,1
2433,0.627754047,5.24E-15,0.609410099,1
2434,5.739073537,1.53E-14,4.075881958,1
2435,17.81119336,3.24E-14,19.40790057,1
2436,2.729650582,1.13E-14,1.790980965,1
2437,32402.58784,1.88E-10,52661.56654,1
2438,23.22462619,4.12E-14,0.747569919,1
2439,0.22024165,3.68E-16,0.822438985,1
2440,0.582790828,4.85E-15,0.577085029,1
2441,5.180840779,2.29E-14,2.777521037,1
2442,1.555513063,7.39E-15,0.687723964,1
2443,23.95610569,7.67E-14,60.59248924,1
2444,63.27757668,6.42E-13,74.59830189,1
2445,1.101434112,8.24E-15,0.584418029,1
2446,5.501857831,3.68E-14,1.503090143,1
2447,0.736934243,1.53E-15,0.950000023,1
2448,0.711571433,2.27E-15,0.950000023,1
2449,0.709699333,1.73E-15,0.950000023,1
2450,0.718842724,1.36E-15,0.950000023,1
2451,0.761668443,4.04E-15,0.950000023,1
2452,0.786716575,7.37E-15,0.950000023,1
2453,0.745164157,6.89E-16,0.950000023,1
2454,0.758097503,7.35E-15,0.950000023,1
2455,0.84734921,8.35E-15,0.977609968,1
2456,0.71608256,6.20E-15,0.950000023,1
2457,0.710388647,3.62E-15,0.950000023,1
2458,0.740183252,2.44E-15,0.949855996,1
2459,0.748872949,2.43E-15,0.950000023,1
2460,0.792185748,6.66E-15,0.950000023,1
2461,0.713493778,2.16E-15,0.950000023,1
2462,0.725147716,5.70E-15,0.950000023,1
2463,0.779810534,3.43E-15,0.950000023,1
2464,0.398458968,2.43E-16,1.785204947,1
2465,0.282973644,1.11E-15,1.939043999,1
2466,0.112908984,2.95E-16,1.743235052,1
2467,0.065712004,1.36E-15,1.851815999,1
2468,0.245187349,2.14E-15,1.810561061,1
2469,0.271476044,1.26E-15,1.866324961,1
2470,0.085865081,1.61E-16,1.861066997,1
2471,0.101079344,2.62E-16,1.803571999,1
2472,0.109187643,5.16E-16,1.898743987,1
2473,0.206752598,3.75E-16,1.779061973,1
2474,0.300737383,3.03E-15,1.629766941,1
2475,0.218064066,9.76E-16,1.854603052,1
2476,0.100546641,5.50E-16,1.786821961,1
2477,0.244001163,1.54E-15,1.87579006,1
2478,0.200918584,1.27E-15,1.761308968,1
2479,0.086027864,7.24E-16,1.829986989,1
2480,0.267900793,4.91E-16,1.880576015,1
2481,0.238716575,1.96E-15,1.883459985,1
2482,0.092607672,3.75E-16,1.826676011,1
2483,0.053894198,4.89E-16,1.86470598,1
