name,A3_hist,A3_bins,D1_hist,D1_bins,D2_hist,D2_bins,D3_hist,D3_bins,D4_hist,D4_bins
Datasets\UnifiedPreprocessed\Data\Bird\D00762_unified_prepared.obj,0.096110;0.099341;0.083458;0.084868;0.079527;0.065324;0.062983;0.062333;0.065194;0.057392;0.048250;0.040398;0.035818;0.035137;0.027376;0.022065;0.016804;0.010762;0.005391;0.001470,0.000000;0.158749;0.317497;0.476246;0.634994;0.793743;0.952492;1.111240;1.269989;1.428737;1.587486;1.746234;1.904983;2.063732;2.222480;2.381229;2.539977;2.698726;2.857475;3.016223;3.174972,0.007968;0.014367;0.020645;0.043945;0.215622;0.219244;0.034166;0.080889;0.223228;0.024025;0.023904;0.044187;0.029820;0.014970;0.001690;0.001328;0.000000;0.000000;0.000000;0.000000,0.000000;0.035662;0.071324;0.106986;0.142648;0.178310;0.213972;0.249634;0.285296;0.320958;0.356620;0.392282;0.427944;0.463606;0.499268;0.534930;0.570592;0.606254;0.641916;0.677578;0.713240,0.087470;0.112940;0.066820;0.106740;0.096820;0.074200;0.192050;0.085910;0.066460;0.048130;0.031060;0.017460;0.008190;0.003280;0.001570;0.000660;0.000220;0.000020;0.000000;0.000000,0.000000;0.052882;0.105763;0.158645;0.211527;0.264408;0.317290;0.370172;0.423053;0.475935;0.528817;0.581698;0.634580;0.687462;0.740343;0.793225;0.846107;0.898988;0.951870;1.004752;1.057634,0.425920;0.300850;0.113950;0.057320;0.029810;0.021060;0.021380;0.013760;0.007150;0.004300;0.002290;0.001080;0.000560;0.000240;0.000140;0.000110;0.000060;0.000000;0.000010;0.000010,0.000000;0.012776;0.025552;0.038328;0.051104;0.063880;0.076656;0.089432;0.102208;0.114984;0.127760;0.140536;0.153312;0.166088;0.178864;0.191640;0.204416;0.217192;0.229968;0.242744;0.255520,0.866730;0.080030;0.025270;0.012410;0.005950;0.003220;0.001730;0.001330;0.000870;0.000800;0.000470;0.000450;0.000280;0.000130;0.000130;0.000060;0.000080;0.000040;0.000010;0.000010,0.000000;0.001178;0.002356;0.003533;0.004711;0.005889;0.007067;0.008245;0.009423;0.010600;0.011778;0.012956;0.014134;0.015312;0.016490;0.017667;0.018845;0.020023;0.021201;0.022379;0.023557
Datasets\UnifiedPreprocessed\Data\Bird\D00862_unified_prepared.obj,0.092110;0.090900;0.096911;0.100272;0.087109;0.076117;0.065814;0.057163;0.048701;0.044790;0.040069;0.036958;0.033517;0.029226;0.025426;0.022115;0.019384;0.015954;0.013063;0.004401,0.000000;0.158749;0.317497;0.476246;0.634994;0.793743;0.952492;1.111240;1.269989;1.428737;1.587486;1.746234;1.904983;2.063732;2.222480;2.381229;2.539977;2.698726;2.857475;3.016223;3.174972,0.003939;0.020971;0.054396;0.076432;0.150841;0.262402;0.103364;0.084096;0.071641;0.042155;0.033851;0.032893;0.037684;0.022248;0.003087;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.035662;0.071324;0.106986;0.142648;0.178310;0.213972;0.249634;0.285296;0.320958;0.356620;0.392282;0.427944;0.463606;0.499268;0.534930;0.570592;0.606254;0.641916;0.677578;0.713240,0.038460;0.061020;0.073650;0.112490;0.143030;0.150880;0.120150;0.086830;0.069670;0.047940;0.033140;0.022070;0.016090;0.011230;0.006550;0.003830;0.002000;0.000880;0.000090;0.000000,0.000000;0.052882;0.105763;0.158645;0.211527;0.264408;0.317290;0.370172;0.423053;0.475935;0.528817;0.581698;0.634580;0.687462;0.740343;0.793225;0.846107;0.898988;0.951870;1.004752;1.057634,0.345380;0.240700;0.182250;0.119620;0.063400;0.029680;0.011540;0.004680;0.001600;0.000570;0.000330;0.000180;0.000070;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.012776;0.025552;0.038328;0.051104;0.063880;0.076656;0.089432;0.102208;0.114984;0.127760;0.140536;0.153312;0.166088;0.178864;0.191640;0.204416;0.217192;0.229968;0.242744;0.255520,0.824930;0.110120;0.043930;0.014680;0.004100;0.001370;0.000540;0.000230;0.000060;0.000030;0.000010;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.001178;0.002356;0.003533;0.004711;0.005889;0.007067;0.008245;0.009423;0.010600;0.011778;0.012956;0.014134;0.015312;0.016490;0.017667;0.018845;0.020023;0.021201;0.022379;0.023557
Datasets\UnifiedPreprocessed\Data\Bird\D00922_unified_prepared.obj,0.130891;0.076388;0.071527;0.068696;0.066096;0.067666;0.063915;0.076338;0.085140;0.068086;0.048682;0.039840;0.034658;0.029127;0.023786;0.018264;0.013643;0.009922;0.005921;0.001410,0.000000;0.158749;0.317497;0.476246;0.634994;0.793743;0.952492;1.111240;1.269989;1.428737;1.587486;1.746234;1.904983;2.063732;2.222480;2.381229;2.539977;2.698726;2.857475;3.016223;3.174972,0.000000;0.000255;0.002423;0.013136;0.015814;0.020661;0.050249;0.119500;0.264124;0.299707;0.088254;0.056498;0.017600;0.021553;0.004209;0.005612;0.009310;0.002806;0.001275;0.007014,0.000000;0.035662;0.071324;0.106986;0.142648;0.178310;0.213972;0.249634;0.285296;0.320958;0.356620;0.392282;0.427944;0.463606;0.499268;0.534930;0.570592;0.606254;0.641916;0.677578;0.713240,0.166290;0.066850;0.032850;0.161810;0.046420;0.032390;0.070230;0.194150;0.077450;0.037150;0.035160;0.025220;0.020290;0.008840;0.006860;0.007570;0.003150;0.004590;0.002130;0.000600,0.000000;0.052882;0.105763;0.158645;0.211527;0.264408;0.317290;0.370172;0.423053;0.475935;0.528817;0.581698;0.634580;0.687462;0.740343;0.793225;0.846107;0.898988;0.951870;1.004752;1.057634,0.516640;0.092130;0.155490;0.073710;0.032070;0.035120;0.027220;0.023020;0.014740;0.009090;0.006000;0.005020;0.003400;0.002170;0.001010;0.000830;0.000600;0.000530;0.000340;0.000870,0.000000;0.012776;0.025552;0.038328;0.051104;0.063880;0.076656;0.089432;0.102208;0.114984;0.127760;0.140536;0.153312;0.166088;0.178864;0.191640;0.204416;0.217192;0.229968;0.242744;0.255520,0.815590;0.060870;0.043570;0.037510;0.018320;0.007740;0.004050;0.002260;0.001890;0.001510;0.001080;0.000870;0.000630;0.000710;0.000660;0.000450;0.000460;0.000360;0.000260;0.001210,0.000000;0.001178;0.002356;0.003533;0.004711;0.005889;0.007067;0.008245;0.009423;0.010600;0.011778;0.012956;0.014134;0.015312;0.016490;0.017667;0.018845;0.020023;0.021201;0.022379;0.023557
Datasets\UnifiedPreprocessed\Data\Bird\D00961_unified_prepared.obj,0.133006;0.138207;0.103142;0.080520;0.065818;0.054607;0.045525;0.039765;0.035514;0.032684;0.030484;0.029604;0.028613;0.029364;0.029123;0.029534;0.030654;0.032254;0.025243;0.006341,0.000000;0.158749;0.317497;0.476246;0.634994;0.793743;0.952492;1.111240;1.269989;1.428737;1.587486;1.746234;1.904983;2.063732;2.222480;2.381229;2.539977;2.698726;2.857475;3.016223;3.174972,0.011130;0.058674;0.120252;0.173603;0.129204;0.133801;0.095330;0.069925;0.050690;0.033511;0.033874;0.041253;0.027099;0.021171;0.000484;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.035662;0.071324;0.106986;0.142648;0.178310;0.213972;0.249634;0.285296;0.320958;0.356620;0.392282;0.427944;0.463606;0.499268;0.534930;0.570592;0.606254;0.641916;0.677578;0.713240,0.066510;0.132650;0.148020;0.138170;0.120940;0.096490;0.079000;0.070900;0.053690;0.034590;0.020730;0.013780;0.009800;0.006180;0.003820;0.002510;0.001510;0.000660;0.000050;0.000000,0.000000;0.052882;0.105763;0.158645;0.211527;0.264408;0.317290;0.370172;0.423053;0.475935;0.528817;0.581698;0.634580;0.687462;0.740343;0.793225;0.846107;0.898988;0.951870;1.004752;1.057634,0.625090;0.205120;0.084660;0.039810;0.021090;0.010870;0.006810;0.003750;0.001910;0.000630;0.000160;0.000090;0.000010;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.012776;0.025552;0.038328;0.051104;0.063880;0.076656;0.089432;0.102208;0.114984;0.127760;0.140536;0.153312;0.166088;0.178864;0.191640;0.204416;0.217192;0.229968;0.242744;0.255520,0.980490;0.016350;0.002490;0.000520;0.000110;0.000040;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.001178;0.002356;0.003533;0.004711;0.005889;0.007067;0.008245;0.009423;0.010600;0.011778;0.012956;0.014134;0.015312;0.016490;0.017667;0.018845;0.020023;0.021201;0.022379;0.023557
Datasets\UnifiedPreprocessed\Data\Bird\D00999_unified_prepared.obj,0.100134;0.108537;0.093152;0.079737;0.066753;0.062141;0.064332;0.065262;0.060180;0.053558;0.044245;0.038753;0.034562;0.032101;0.027819;0.023478;0.020287;0.014475;0.008383;0.002111,0.000000;0.158749;0.317497;0.476246;0.634994;0.793743;0.952492;1.111240;1.269989;1.428737;1.587486;1.746234;1.904983;2.063732;2.222480;2.381229;2.539977;2.698726;2.857475;3.016223;3.174972,0.004203;0.105414;0.281439;0.298924;0.158204;0.025050;0.007229;0.005716;0.015972;0.018325;0.015636;0.023201;0.018830;0.021352;0.000504;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.035662;0.071324;0.106986;0.142648;0.178310;0.213972;0.249634;0.285296;0.320958;0.356620;0.392282;0.427944;0.463606;0.499268;0.534930;0.570592;0.606254;0.641916;0.677578;0.713240,0.151410;0.161770;0.152270;0.167360;0.132510;0.049650;0.044620;0.047830;0.049220;0.030090;0.005160;0.001520;0.001380;0.001170;0.001420;0.001260;0.000890;0.000380;0.000090;0.000000,0.000000;0.052882;0.105763;0.158645;0.211527;0.264408;0.317290;0.370172;0.423053;0.475935;0.528817;0.581698;0.634580;0.687462;0.740343;0.793225;0.846107;0.898988;0.951870;1.004752;1.057634,0.757160;0.115640;0.065960;0.042010;0.015920;0.002760;0.000470;0.000080;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.012776;0.025552;0.038328;0.051104;0.063880;0.076656;0.089432;0.102208;0.114984;0.127760;0.140536;0.153312;0.166088;0.178864;0.191640;0.204416;0.217192;0.229968;0.242744;0.255520,0.986090;0.013510;0.000400;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.001178;0.002356;0.003533;0.004711;0.005889;0.007067;0.008245;0.009423;0.010600;0.011778;0.012956;0.014134;0.015312;0.016490;0.017667;0.018845;0.020023;0.021201;0.022379;0.023557
Datasets\UnifiedPreprocessed\Data\Bird\m28_unified_prepared.obj,0.068850;0.092107;0.106461;0.086495;0.078973;0.074362;0.066279;0.065429;0.066319;0.061868;0.054016;0.043223;0.036681;0.028588;0.023307;0.018655;0.014794;0.008512;0.004211;0.000870,0.000000;0.158749;0.317497;0.476246;0.634994;0.793743;0.952492;1.111240;1.269989;1.428737;1.587486;1.746234;1.904983;2.063732;2.222480;2.381229;2.539977;2.698726;2.857475;3.016223;3.174972,0.000000;0.000000;0.008716;0.079311;0.155790;0.167012;0.131823;0.054145;0.082362;0.155355;0.016124;0.008389;0.063841;0.055671;0.021462;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.035662;0.071324;0.106986;0.142648;0.178310;0.213972;0.249634;0.285296;0.320958;0.356620;0.392282;0.427944;0.463606;0.499268;0.534930;0.570592;0.606254;0.641916;0.677578;0.713240,0.052910;0.086000;0.102210;0.130820;0.096880;0.068660;0.072760;0.070720;0.086820;0.088410;0.086780;0.022790;0.008120;0.007640;0.003720;0.003120;0.002510;0.006470;0.002640;0.000020,0.000000;0.052882;0.105763;0.158645;0.211527;0.264408;0.317290;0.370172;0.423053;0.475935;0.528817;0.581698;0.634580;0.687462;0.740343;0.793225;0.846107;0.898988;0.951870;1.004752;1.057634,0.366270;0.196910;0.138540;0.116480;0.069580;0.039990;0.024930;0.016030;0.010100;0.008410;0.006510;0.004490;0.001530;0.000230;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.012776;0.025552;0.038328;0.051104;0.063880;0.076656;0.089432;0.102208;0.114984;0.127760;0.140536;0.153312;0.166088;0.178864;0.191640;0.204416;0.217192;0.229968;0.242744;0.255520,0.729470;0.145550;0.061630;0.028890;0.014950;0.009360;0.005780;0.002190;0.001110;0.000680;0.000270;0.000100;0.000020;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.001178;0.002356;0.003533;0.004711;0.005889;0.007067;0.008245;0.009423;0.010600;0.011778;0.012956;0.014134;0.015312;0.016490;0.017667;0.018845;0.020023;0.021201;0.022379;0.023557
Datasets\UnifiedPreprocessed\Data\Bird\m29_unified_prepared.obj,0.109701;0.088287;0.088487;0.066873;0.058121;0.057571;0.064172;0.073484;0.083806;0.082996;0.059551;0.045179;0.033546;0.026015;0.020434;0.014503;0.011702;0.008922;0.005251;0.001400,0.000000;0.158749;0.317497;0.476246;0.634994;0.793743;0.952492;1.111240;1.269989;1.428737;1.587486;1.746234;1.904983;2.063732;2.222480;2.381229;2.539977;2.698726;2.857475;3.016223;3.174972,0.000000;0.000000;0.013961;0.050108;0.098268;0.032900;0.374134;0.195346;0.056710;0.012771;0.142208;0.017965;0.000325;0.000325;0.000000;0.000000;0.000866;0.002706;0.001407;0.000000,0.000000;0.035662;0.071324;0.106986;0.142648;0.178310;0.213972;0.249634;0.285296;0.320958;0.356620;0.392282;0.427944;0.463606;0.499268;0.534930;0.570592;0.606254;0.641916;0.677578;0.713240,0.125800;0.108300;0.188820;0.071580;0.052350;0.061890;0.065640;0.072650;0.174370;0.054920;0.005630;0.006690;0.005360;0.002430;0.000710;0.000380;0.000290;0.000200;0.001120;0.000870,0.000000;0.052882;0.105763;0.158645;0.211527;0.264408;0.317290;0.370172;0.423053;0.475935;0.528817;0.581698;0.634580;0.687462;0.740343;0.793225;0.846107;0.898988;0.951870;1.004752;1.057634,0.535900;0.192330;0.160740;0.044390;0.026650;0.019700;0.010270;0.004970;0.002020;0.001600;0.000900;0.000400;0.000120;0.000010;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.012776;0.025552;0.038328;0.051104;0.063880;0.076656;0.089432;0.102208;0.114984;0.127760;0.140536;0.153312;0.166088;0.178864;0.191640;0.204416;0.217192;0.229968;0.242744;0.255520,0.893090;0.064140;0.031440;0.008540;0.002030;0.000650;0.000080;0.000030;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.001178;0.002356;0.003533;0.004711;0.005889;0.007067;0.008245;0.009423;0.010600;0.011778;0.012956;0.014134;0.015312;0.016490;0.017667;0.018845;0.020023;0.021201;0.022379;0.023557
Datasets\UnifiedPreprocessed\Data\Bird\m30_unified_prepared.obj,0.085950;0.107015;0.098953;0.088420;0.072327;0.061574;0.060634;0.064205;0.069026;0.058754;0.045600;0.037639;0.033068;0.028287;0.024786;0.021635;0.018204;0.013833;0.007942;0.002150,0.000000;0.158749;0.317497;0.476246;0.634994;0.793743;0.952492;1.111240;1.269989;1.428737;1.587486;1.746234;1.904983;2.063732;2.222480;2.381229;2.539977;2.698726;2.857475;3.016223;3.174972,0.000000;0.002604;0.019857;0.069010;0.133626;0.169108;0.319824;0.068359;0.058268;0.025716;0.032227;0.029785;0.054036;0.003092;0.003581;0.002604;0.005859;0.002441;0.000000;0.000000,0.000000;0.035662;0.071324;0.106986;0.142648;0.178310;0.213972;0.249634;0.285296;0.320958;0.356620;0.392282;0.427944;0.463606;0.499268;0.534930;0.570592;0.606254;0.641916;0.677578;0.713240,0.050400;0.081100;0.100230;0.106710;0.112240;0.133590;0.096900;0.083550;0.082180;0.063300;0.047780;0.014610;0.005980;0.004240;0.005300;0.004850;0.002570;0.001950;0.001490;0.001030,0.000000;0.052882;0.105763;0.158645;0.211527;0.264408;0.317290;0.370172;0.423053;0.475935;0.528817;0.581698;0.634580;0.687462;0.740343;0.793225;0.846107;0.898988;0.951870;1.004752;1.057634,0.374820;0.275960;0.166500;0.087850;0.041570;0.022390;0.012630;0.006350;0.004170;0.003430;0.002470;0.001210;0.000580;0.000050;0.000020;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.012776;0.025552;0.038328;0.051104;0.063880;0.076656;0.089432;0.102208;0.114984;0.127760;0.140536;0.153312;0.166088;0.178864;0.191640;0.204416;0.217192;0.229968;0.242744;0.255520,0.837530;0.112800;0.032090;0.010830;0.004210;0.001650;0.000660;0.000170;0.000050;0.000010;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000,0.000000;0.001178;0.002356;0.003533;0.004711;0.005889;0.007067;0.008245;0.009423;0.010600;0.011778;0.012956;0.014134;0.015312;0.016490;0.017667;0.018845;0.020023;0.021201;0.022379;0.023557
Datasets\UnifiedPreprocessed\Data\Bird\m31_unified_prepared.obj,0.078064;0.119647;0.104102;0.075473;0.064690;0.059538;0.059208;0.062319;0.064550;0.063060;0.054067;0.046734;0.039972;0.033520;0.024988;0.019146;0.014905;0.010083;0.004661;0.001270,0.000000;0.158749;0.317497;0.476246;0.634994;0.793743;0.952492;1.111240;1.269989;1.428737;1.587486;1.746234;1.904983;2.063732;2.222480;2.381229;2.539977;2.698726;2.857475;3.016223;3.174972,0.000000;0.000000;0.000000;0.001118;0.022359;0.049189;0.065120;0.064002;0.073225;0.075321;0.093488;0.129821;0.207099;0.201230;0.016490;0.001537;0.000000;0.000000;0.000000;0.000000,0.000000;0.035662;0.071324;0.106986;0.142648;0.178310;0.213972;0.249634;0.285296;0.320958;0.356620;0.392282;0.427944;0.463606;0.499268;0.534930;0.570592;0.606254;0.641916;0.677578;0.713240,0.022130;0.047960;0.053720;0.077360;0.090980;0.083890;0.063700;0.051260;0.044430;0.041410;0.038610;0.039860;0.043760;0.051950;0.065580;0.074270;0.060000;0.040030;0.008780;0.000320,0.000000;0.052882;0.105763;0.158645;0.211527;0.264408;0.317290;0.370172;0.423053;0.475935;0.528817;0.581698;0.634580;0.687462;0.740343;0.793225;0.846107;0.898988;0.951870;1.004752;1.057634,0.145040;0.141300;0.122420;0.105820;0.099090;0.095100;0.090160;0.077040;0.057290;0.033820;0.018650;0.008570;0.003870;0.001330;0.000380;0.000110;0.000010;0.000000;0.000000;0.000000,0.000000;0.012776;0.025552;0.038328;0.051104;0.063880;0.076656;0.089432;0.102208;0.114984;0.127760;0.140536;0.153312;0.166088;0.178864;0.191640;0.204416;0.217192;0.229968;0.242744;0.255520,0.461190;0.197550;0.123090;0.080850;0.054970;0.035710;0.021480;0.012070;0.006360;0.003480;0.001620;0.000950;0.000360;0.000180;0.000050;0.000050;0.000030;0.000010;0.000000;0.000000,0.000000;0.001178;0.002356;0.003533;0.004711;0.005889;0.007067;0.008245;0.009423;0.010600;0.011778;0.012956;0.014134;0.015312;0.016490;0.017667;0.018845;0.020023;0.021201;0.022379;0.023557
Datasets\UnifiedPreprocessed\Data\Bird\m32_unified_prepared.obj,0.118457;0.071997;0.080118;0.075367;0.072987;0.068566;0.059654;0.066225;0.078098;0.076568;0.062694;0.046651;0.033768;0.023205;0.017924;0.015674;0.013493;0.010742;0.006461;0.001350,0.000000;0.158749;0.317497;0.476246;0.634994;0.793743;0.952492;1.111240;1.269989;1.428737;1.587486;1.746234;1.904983;2.063732;2.222480;2.381229;2.539977;2.698726;2.857475;3.016223;3.174972,0.000000;0.000000;0.000204;0.015383;0.058578;0.014568;0.018439;0.157498;0.161879;0.186736;0.101976;0.180725;0.066218;0.009372;0.010493;0.016096;0.001834;0.000000;0.000000;0.000000,0.000000;0.035662;0.071324;0.106986;0.142648;0.178310;0.213972;0.249634;0.285296;0.320958;0.356620;0.392282;0.427944;0.463606;0.499268;0.534930;0.570592;0.606254;0.641916;0.677578;0.713240,0.064570;0.104690;0.046930;0.067300;0.066340;0.033800;0.028380;0.042460;0.075480;0.147440;0.176540;0.038770;0.029440;0.026180;0.013810;0.010550;0.010600;0.012010;0.004550;0.000160,0.000000;0.052882;0.105763;0.158645;0.211527;0.264408;0.317290;0.370172;0.423053;0.475935;0.528817;0.581698;0.634580;0.687462;0.740343;0.793225;0.846107;0.898988;0.951870;1.004752;1.057634,0.288300;0.194390;0.116380;0.103970;0.086520;0.044290;0.020370;0.018670;0.025490;0.031390;0.028890;0.020350;0.012120;0.006550;0.002080;0.000220;0.000020;0.000000;0.000000;0.000000,0.000000;0.012776;0.025552;0.038328;0.051104;0.063880;0.076656;0.089432;0.102208;0.114984;0.127760;0.140536;0.153312;0.166088;0.178864;0.191640;0.204416;0.217192;0.229968;0.242744;0.255520,0.667620;0.139480;0.066950;0.037060;0.024120;0.020470;0.016330;0.011760;0.007550;0.004080;0.002400;0.001280;0.000630;0.000220;0.000040;0.000010;0.000000;0.000000;0.000000;0.000000,0.000000;0.001178;0.002356;0.003533;0.004711;0.005889;0.007067;0.008245;0.009423;0.010600;0.011778;0.012956;0.014134;0.015312;0.016490;0.017667;0.018845;0.020023;0.021201;0.022379;0.023557
Datasets\UnifiedPreprocessed\Data\Bird\m33_unified_prepared.obj,0.056552;0.081507;0.086478;0.088679;0.084238;0.083027;0.084318;0.083688;0.078647;0.067684;0.055332;0.041579;0.032337;0.024355;0.017524;0.012663;0.009182;0.006751;0.004171;0.001290,0.000000;0.158749;0.317497;0.476246;0.634994;0.793743;0.952492;1.111240;1.269989;1.428737;1.587486;1.746234;1.904983;2.063732;2.222480;2.381229;2.539977;2.698726;2.857475;3.016223;3.174972,0.000000;0.000000;0.000000;0.012504;0.035445;0.095587;0.049602;0.059109;0.097964;0.031931;0.014777;0.006717;0.301746;0.135993;0.125349;0.031725;0.000000;0.000000;0.000000;0.001550,0.000000;0.035662;0.071324;0.106986;0.142648;0.178310;0.213972;0.249634;0.285296;0.320958;0.356620;0.392282;0.427944;0.463606;0.499268;0.534930;0.570592;0.606254;0.641916;0.677578;0.713240,0.025610;0.030400;0.046530;0.058250;0.064880;0.087040;0.082530;0.084990;0.073500;0.066570;0.065990;0.064030;0.056300;0.060490;0.067030;0.051370;0.012930;0.000790;0.000270;0.000500,0.000000;0.052882;0.105763;0.158645;0.211527;0.264408;0.317290;0.370172;0.423053;0.475935;0.528817;0.581698;0.634580;0.687462;0.740343;0.793225;0.846107;0.898988;0.951870;1.004752;1.057634,0.135530;0.122330;0.121310;0.113440;0.100220;0.080900;0.066890;0.055860;0.048600;0.037050;0.028970;0.025190;0.017930;0.015670;0.011950;0.008090;0.005080;0.002970;0.001090;0.000930,0.000000;0.012776;0.025552;0.038328;0.051104;0.063880;0.076656;0.089432;0.102208;0.114984;0.127760;0.140536;0.153312;0.166088;0.178864;0.191640;0.204416;0.217192;0.229968;0.242744;0.255520,0.391030;0.170780;0.113140;0.081350;0.059430;0.043000;0.033070;0.024710;0.018960;0.015030;0.011080;0.009060;0.007010;0.004860;0.003880;0.002730;0.002250;0.001670;0.001530;0.005430,0.000000;0.001178;0.002356;0.003533;0.004711;0.005889;0.007067;0.008245;0.009423;0.010600;0.011778;0.012956;0.014134;0.015312;0.016490;0.017667;0.018845;0.020023;0.021201;0.022379;0.023557
