file,category,original_vertices,resampled_vertices,original_faces,resampled_faces,expected_action,actual_action,change
m776.obj,MultiSeat,880,8005,1912,15602,subdivide,subdivided,7125
m777.obj,MultiSeat,1051,8217,1860,16177,subdivide,subdivided,7166
m778.obj,MultiSeat,46,8630,90,17172,subdivide,subdivided,8584
m779.obj,MultiSeat,660,7938,1268,15824,subdivide,subdivided,7278
m780.obj,MultiSeat,312,8543,468,16351,subdivide,subdivided,8231
m781.obj,MultiSeat,352,9355,508,17749,subdivide,subdivided,9003
m782.obj,MultiSeat,40,8184,46,16827,subdivide,subdivided,8144
m783.obj,MultiSeat,66,9607,120,19174,subdivide,subdivided,9541
m784.obj,MultiSeat,24,7855,36,15698,subdivide,subdivided,7831
m829.obj,MultiSeat,540,8280,1032,16512,subdivide,subdivided,7740
m830.obj,MultiSeat,238,8204,420,16352,subdivide,subdivided,7966
m831.obj,MultiSeat,448,7195,900,14368,subdivide,subdivided,6747
m832.obj,MultiSeat,1970,7244,3398,12808,subdivide,subdivided,5274
m833.obj,MultiSeat,350,9924,549,19184,subdivide,subdivided,9574
m834.obj,MultiSeat,164,9068,280,17920,subdivide,subdivided,8904
m835.obj,MultiSeat,257,7955,390,15185,subdivide,subdivided,7698
m836.obj,MultiSeat,28,8745,44,17219,subdivide,subdivided,8717
m837.obj,MultiSeat,15969,8854,31050,16951,simplify,simplified,-7115
m838.obj,MultiSeat,2162,8600,4292,17168,subdivide,subdivided,6438
m839.obj,MultiSeat,540,8520,1064,17024,subdivide,subdivided,7980
m840.obj,MultiSeat,94,9961,180,19987,subdivide,subdivided,9867
m841.obj,MultiSeat,36,8211,68,16384,subdivide,subdivided,8175
m843.obj,MultiSeat,8085,8085,15128,15128,unchanged,unchanged,0
m625.obj,Musical_Instrument,3655,9969,7019,19633,subdivide,subdivided,6314
m626.obj,Musical_Instrument,4500,9606,8660,18877,subdivide,subdivided,5106
m627.obj,Musical_Instrument,7445,7425,13529,13008,unchanged,simplified,-20
m628.obj,Musical_Instrument,10313,8021,20186,15600,simplify,simplified,-2292
m629.obj,Musical_Instrument,8225,8225,16090,16090,unchanged,unchanged,0
m630.obj,Musical_Instrument,4694,7893,9011,15288,subdivide,subdivided,3199
m631.obj,Musical_Instrument,47001,8787,93366,16833,simplify,simplified,-38214
m632.obj,Musical_Instrument,1033,8486,1932,16684,subdivide,subdivided,7453
m634.obj,Musical_Instrument,1371,8116,2253,15349,subdivide,subdivided,6745
m635.obj,Musical_Instrument,13705,9522,25330,17243,simplify,simplified,-4183
m637.obj,Musical_Instrument,8636,8634,16931,16926,unchanged,unchanged,-2
m638.obj,Musical_Instrument,3884,8371,7584,16553,subdivide,subdivided,4487
m639.obj,Musical_Instrument,23238,9069,45776,17450,simplify,simplified,-14169
m640.obj,Musical_Instrument,3712,8057,7346,16042,subdivide,subdivided,4345
m641.obj,Musical_Instrument,1864,7337,3600,14400,subdivide,subdivided,5473
m643.obj,Musical_Instrument,1331,9573,2392,18658,subdivide,subdivided,8242
m644.obj,Musical_Instrument,20116,7883,39589,15119,simplify,simplified,-12233
m645.obj,Musical_Instrument,362,8075,266,13278,subdivide,subdivided,7713
m646.obj,Musical_Instrument,227,9071,358,17871,subdivide,subdivided,8844
m647.obj,Musical_Instrument,3645,9675,6480,18140,subdivide,subdivided,6030
D00037.obj,NonWheelChair,2702,8358,5336,16648,subdivide,subdivided,5656
D00101.obj,NonWheelChair,10098,7880,20160,15724,simplify,simplified,-2218
D00170.obj,NonWheelChair,678,8024,1266,15699,subdivide,subdivided,7346
D00185.obj,NonWheelChair,257,7904,434,14834,subdivide,subdivided,7647
D00240.obj,NonWheelChair,1474,8941,2920,17854,subdivide,subdivided,7467
D00306.obj,NonWheelChair,4264,9260,8440,18432,subdivide,subdivided,4996
D00357.obj,NonWheelChair,10120,7898,20200,15756,simplify,simplified,-2222
D00419.obj,NonWheelChair,16724,9140,33404,18236,simplify,simplified,-7584
D00443.obj,NonWheelChair,10328,8079,20392,15854,simplify,simplified,-2249
D00445.obj,NonWheelChair,718,8501,1356,16922,subdivide,subdivided,7783
D00480.obj,NonWheelChair,5063,9894,10066,19728,unchanged,subdivided,4831
D00481.obj,NonWheelChair,200,9022,364,17970,subdivide,subdivided,8822
D00512.obj,NonWheelChair,341,9167,546,17225,subdivide,subdivided,8826
D00694.obj,NonWheelChair,730,8834,1412,17620,subdivide,subdivided,8104
D00707.obj,NonWheelChair,1323,7979,2568,15702,subdivide,subdivided,6656
D00741.obj,NonWheelChair,3183,9757,6272,19169,subdivide,subdivided,6574
D00853.obj,NonWheelChair,3512,9822,7012,19632,subdivide,subdivided,6310
D00914.obj,NonWheelChair,1931,7641,3784,15136,subdivide,subdivided,5710
D00928.obj,NonWheelChair,2006,7982,3976,15904,subdivide,subdivided,5976
D00936.obj,NonWheelChair,3120,9687,6196,19330,subdivide,subdivided,6567
m785.obj,NonWheelChair,960,7987,1788,15617,subdivide,subdivided,7027
m786.obj,NonWheelChair,641,9986,1246,19936,subdivide,subdivided,9345
m787.obj,NonWheelChair,1373,8239,2678,16373,subdivide,subdivided,6866
m788.obj,NonWheelChair,320,9609,612,19190,subdivide,subdivided,9289
m789.obj,NonWheelChair,2446,9694,4808,19232,subdivide,subdivided,7248
m790.obj,NonWheelChair,2912,8974,5694,17764,subdivide,subdivided,6062
m791.obj,NonWheelChair,2288,9050,4508,18032,subdivide,subdivided,6762
m793.obj,NonWheelChair,81,8064,98,15261,subdivide,subdivided,7983
m794.obj,NonWheelChair,678,7898,1232,15375,subdivide,subdivided,7220
m795.obj,NonWheelChair,3018,9361,5984,18670,subdivide,subdivided,6343
m796.obj,NonWheelChair,12172,9504,24253,18913,simplify,simplified,-2668
m797.obj,NonWheelChair,867,8073,1719,14755,subdivide,subdivided,7206
m798.obj,NonWheelChair,369,9579,599,18782,subdivide,subdivided,9210
m799.obj,NonWheelChair,938,7832,1784,15567,subdivide,subdivided,6894
m800.obj,NonWheelChair,116,9368,190,18589,subdivide,subdivided,9252
m801.obj,NonWheelChair,8188,8188,16268,16268,unchanged,unchanged,0
m804.obj,NonWheelChair,326,9887,552,19287,subdivide,subdivided,9561
m805.obj,NonWheelChair,151,8603,290,17024,subdivide,subdivided,8452
m806.obj,NonWheelChair,472,7250,904,14464,subdivide,subdivided,6778
m807.obj,NonWheelChair,104,9013,184,18002,subdivide,subdivided,8909
m808.obj,NonWheelChair,842,9007,1344,16709,subdivide,subdivided,8165
m809.obj,NonWheelChair,120,8834,180,17608,subdivide,subdivided,8714
m810.obj,NonWheelChair,775,9350,1494,18644,subdivide,subdivided,8575
m811.obj,NonWheelChair,257,7968,434,14911,subdivide,subdivided,7711
m812.obj,NonWheelChair,257,7976,434,14912,subdivide,subdivided,7719
m813.obj,NonWheelChair,257,7962,434,14833,subdivide,subdivided,7705
m814.obj,NonWheelChair,341,9252,546,17297,subdivide,subdivided,8911
m815.obj,NonWheelChair,341,9225,546,17297,subdivide,subdivided,8884
m816.obj,NonWheelChair,341,9176,546,17227,subdivide,subdivided,8835
m817.obj,NonWheelChair,368,8437,688,16826,subdivide,subdivided,8069
m818.obj,NonWheelChair,76,8091,120,16212,subdivide,subdivided,8015
m819.obj,NonWheelChair,398,8636,664,16239,subdivide,subdivided,8238
m820.obj,NonWheelChair,132,9481,208,18685,subdivide,subdivided,9349
m821.obj,NonWheelChair,349,9811,680,19724,subdivide,subdivided,9462
m822.obj,NonWheelChair,967,8338,1906,16648,subdivide,subdivided,7371
m823.obj,NonWheelChair,440,9964,812,19860,subdivide,subdivided,9524
m824.obj,NonWheelChair,678,8049,1266,15699,subdivide,subdivided,7371
m826.obj,NonWheelChair,600,9166,1144,18304,subdivide,subdivided,8566
m827.obj,NonWheelChair,88,9247,132,18450,subdivide,subdivided,9159
m828.obj,NonWheelChair,713,8622,1378,17196,subdivide,subdivided,7909
D00008.obj,PianoBoard,2075,8132,12900,15644,subdivide,subdivided,6057
D00065.obj,PianoBoard,1178,8901,6072,17373,subdivide,subdivided,7723
D00075.obj,PianoBoard,1309,9821,7779,19489,subdivide,subdivided,8512
D00104.obj,PianoBoard,1253,9620,7125,18483,subdivide,subdivided,8367
D00122.obj,PianoBoard,1934,7333,10977,13648,subdivide,subdivided,5399
D00181.obj,PianoBoard,9628,9627,47613,15427,unchanged,unchanged,-1
D00212.obj,PianoBoard,3238,8312,33984,15473,subdivide,subdivided,5074
D00235.obj,PianoBoard,1613,9345,10020,18044,subdivide,subdivided,7732
D00253.obj,PianoBoard,719,8962,4338,17832,subdivide,subdivided,8243
D00332.obj,PianoBoard,414,9992,1578,18170,subdivide,subdivided,9578
D00381.obj,PianoBoard,735,9873,5196,18800,subdivide,subdivided,9138
D00441.obj,PianoBoard,538,8422,3234,16640,subdivide,subdivided,7884
D00460.obj,PianoBoard,754,9089,4500,17846,subdivide,subdivided,8335
D00623.obj,PianoBoard,5694,8605,32637,15442,unchanged,subdivided,2911
D00718.obj,PianoBoard,797,8689,4110,16111,subdivide,subdivided,7892
D00721.obj,PianoBoard,1228,8193,7260,16298,subdivide,subdivided,6965
D00755.obj,PianoBoard,8133,8133,49260,15777,unchanged,unchanged,0
D00885.obj,PianoBoard,6603,9959,38235,19102,unchanged,subdivided,3356
D00962.obj,PianoBoard,793,9673,4866,19018,subdivide,subdivided,8880
D00966.obj,PianoBoard,1395,9600,5970,17165,subdivide,subdivided,8205
D00049.obj,PlantIndoors,19105,8393,26096,11085,simplify,simplified,-10712
D00073.obj,PlantIndoors,11431,9061,16648,12935,simplify,simplified,-2370
D00080.obj,PlantIndoors,64126,8492,34887,5850,simplify,simplified,-55634
D00087.obj,PlantIndoors,3855,8067,5054,12299,subdivide,subdivided,4212
D00128.obj,PlantIndoors,16595,9665,21622,11678,simplify,simplified,-6930
D00159.obj,PlantIndoors,22431,8142,32752,9506,simplify,simplified,-14289
D00238.obj,PlantIndoors,18348,8768,30078,11468,simplify,simplified,-9580
D00280.obj,PlantIndoors,7888,7888,10914,10850,unchanged,unchanged,0
D00370.obj,PlantIndoors,7930,7930,8928,8864,unchanged,unchanged,0
D00379.obj,PlantIndoors,8453,8453,10608,10544,unchanged,unchanged,0
D00466.obj,PlantIndoors,2659,8514,3300,12944,subdivide,subdivided,5855
D00491.obj,PlantIndoors,20165,9069,30052,11483,simplify,simplified,-11096
D00595.obj,PlantIndoors,16404,8890,20208,8576,simplify,simplified,-7514
D00609.obj,PlantIndoors,6696,9745,10794,16500,unchanged,subdivided,3049
D00622.obj,PlantIndoors,13324,8528,20094,12096,simplify,simplified,-4796
D00624.obj,PlantIndoors,11668,9026,15162,10978,simplify,simplified,-2642
D00657.obj,PlantIndoors,5671,8200,7624,11652,unchanged,subdivided,2529
D00667.obj,PlantIndoors,1523,8110,2064,14061,subdivide,subdivided,6587
D00800.obj,PlantIndoors,13242,8286,17421,10463,simplify,simplified,-4956
D00968.obj,PlantIndoors,7641,7641,11604,11540,unchanged,unchanged,0
m1000.obj,PlantIndoors,19105,8397,26032,11086,simplify,simplified,-10708
m1001.obj,PlantIndoors,11431,9061,16584,12934,simplify,simplified,-2370
m1002.obj,PlantIndoors,8260,8260,10184,10184,unchanged,unchanged,0
m1003.obj,PlantIndoors,8453,8451,10544,10544,unchanged,unchanged,-2
m1004.obj,PlantIndoors,13242,8288,17357,10464,simplify,simplified,-4954
m1005.obj,PlantIndoors,17834,9616,19610,10707,simplify,simplified,-8218
m1006.obj,PlantIndoors,16333,7918,25760,10969,simplify,simplified,-8415
m1007.obj,PlantIndoors,7930,7930,8864,8864,unchanged,unchanged,0
m1008.obj,PlantIndoors,5383,8646,7952,13544,unchanged,subdivided,3263
m1009.obj,PlantIndoors,5348,8159,6764,11470,unchanged,subdivided,2811
m1010.obj,PlantIndoors,6257,8621,7196,10999,unchanged,subdivided,2364
m1011.obj,PlantIndoors,7529,7529,10680,10680,unchanged,unchanged,0
m1012.obj,PlantIndoors,2950,8153,4292,13390,subdivide,subdivided,5203
m1013.obj,PlantIndoors,6365,8948,7424,11349,unchanged,subdivided,2583
m1014.obj,PlantIndoors,16404,8844,20144,8578,simplify,simplified,-7560
m1015.obj,PlantIndoors,1325,7916,2111,14383,subdivide,subdivided,6591
m1016.obj,PlantIndoors,5307,8600,7909,13472,unchanged,subdivided,3293
m1017.obj,PlantIndoors,13312,8485,20016,12046,simplify,simplified,-4827
m1018.obj,PlantIndoors,11666,9084,15091,10974,simplify,simplified,-2582
m1020.obj,PlantIndoors,18348,8838,30014,11469,simplify,simplified,-9510
m1021.obj,PlantIndoors,7641,7638,11540,11540,unchanged,unchanged,-3
m1022.obj,PlantIndoors,7882,7882,10842,10842,unchanged,unchanged,0
m1023.obj,PlantIndoors,2659,8513,3236,12944,subdivide,subdivided,5854
m1025.obj,PlantIndoors,6696,9780,10794,16500,unchanged,subdivided,3084
m1026.obj,PlantIndoors,1522,8099,2064,14063,subdivide,subdivided,6577
m1027.obj,PlantIndoors,3855,8117,5054,12299,subdivide,subdivided,4262
m1030.obj,PlantIndoors,395,8493,692,20666,subdivide,subdivided,8098
m1031.obj,PlantIndoors,729,7989,1284,14900,subdivide,subdivided,7260
m1032.obj,PlantIndoors,96,9801,156,19566,subdivide,subdivided,9705
m1033.obj,PlantIndoors,197,8070,480,27136,subdivide,subdivided,7873
m1034.obj,PlantIndoors,228,8204,426,16236,subdivide,subdivided,7976
m1035.obj,PlantIndoors,1787,6927,3360,13440,subdivide,subdivided,5140
m1036.obj,PlantIndoors,234,7878,401,15612,subdivide,subdivided,7644
m989.obj,PlantIndoors,1027,8150,1024,12779,subdivide,subdivided,7123
m990.obj,PlantIndoors,491,8406,644,15751,subdivide,subdivided,7915
m991.obj,PlantIndoors,4867,9251,6370,13551,subdivide,subdivided,4384
m992.obj,PlantIndoors,491,8364,644,15752,subdivide,subdivided,7873
m993.obj,PlantIndoors,220,8381,320,15974,subdivide,subdivided,8161
m994.obj,PlantIndoors,395,8919,454,15863,subdivide,subdivided,8524
m995.obj,PlantIndoors,7323,7247,8448,4615,unchanged,simplified,-76
m996.obj,PlantIndoors,623,8171,1129,15120,subdivide,subdivided,7548
m997.obj,PlantIndoors,695,7070,723,11568,subdivide,subdivided,6375
m999.obj,PlantIndoors,1235,7994,1277,12429,subdivide,subdivided,6759
m1052.obj,PlantWildNonTree,342,7272,186,11904,subdivide,subdivided,6930
m961.obj,PlantWildNonTree,6513,9476,9427,14411,unchanged,subdivided,2963
m962.obj,PlantWildNonTree,15136,8708,19104,10429,simplify,simplified,-6428
m963.obj,PlantWildNonTree,11548,8264,15008,11706,simplify,simplified,-3284
m964.obj,PlantWildNonTree,13950,9518,18851,13117,simplify,simplified,-4432
m965.obj,PlantWildNonTree,13871,9983,22999,16021,simplify,simplified,-3888
m966.obj,PlantWildNonTree,7920,7920,5280,5280,unchanged,unchanged,0
m967.obj,PlantWildNonTree,12982,9670,16912,10288,simplify,simplified,-3312
m968.obj,PlantWildNonTree,9018,9018,11712,11712,unchanged,unchanged,0
m971.obj,PlantWildNonTree,3960,7564,3452,10232,subdivide,subdivided,3604
m972.obj,PlantWildNonTree,15926,9530,15295,8842,simplify,simplified,-6396
m973.obj,PlantWildNonTree,15490,9772,24673,11943,simplify,simplified,-5718
m974.obj,PlantWildNonTree,377,5382,358,15823,subdivide,subdivided,5005
m976.obj,PlantWildNonTree,1272,9107,1889,16387,subdivide,subdivided,7835
m977.obj,PlantWildNonTree,1548,8742,3044,17963,subdivide,subdivided,7194
m978.obj,PlantWildNonTree,3411,8296,3966,12372,subdivide,subdivided,4885
m979.obj,PlantWildNonTree,1236,8623,1070,13353,subdivide,subdivided,7387
m980.obj,PlantWildNonTree,8937,8930,16005,15965,unchanged,unchanged,-7
m981.obj,PlantWildNonTree,927,9216,2200,19019,subdivide,subdivided,8289
m982.obj,PlantWildNonTree,332,8208,600,16352,subdivide,subdivided,7876
m983.obj,PlantWildNonTree,70,9895,74,18944,subdivide,subdivided,9825
m984.obj,PlantWildNonTree,849,9182,982,15712,subdivide,subdivided,8333
m985.obj,PlantWildNonTree,50833,9834,88945,16316,simplify,simplified,-40999
m986.obj,PlantWildNonTree,6656,9996,13512,18102,unchanged,subdivided,3340
m987.obj,PlantWildNonTree,850,9184,982,15712,subdivide,subdivided,8334
m988.obj,PlantWildNonTree,3093,9483,6000,18720,subdivide,subdivided,6390
D00111.obj,Quadruped,2315,9203,4574,18296,subdivide,subdivided,6888
D00150.obj,Quadruped,11963,9345,23530,18353,simplify,simplified,-2618
D00218.obj,Quadruped,3522,9858,7040,19712,subdivide,subdivided,6336
D00226.obj,Quadruped,2903,9054,5803,18104,subdivide,subdivided,6151
D00261.obj,Quadruped,2896,9031,5788,18058,subdivide,subdivided,6135
D00326.obj,Quadruped,3051,9489,6052,18882,subdivide,subdivided,6438
D00380.obj,Quadruped,459,7077,874,13984,subdivide,subdivided,6618
D00409.obj,Quadruped,12515,9770,24612,19197,simplify,simplified,-2745
D00508.obj,Quadruped,10412,8130,20746,16175,simplify,simplified,-2282
D00509.obj,Quadruped,7312,7312,14620,14620,unchanged,unchanged,0
D00583.obj,Quadruped,19010,8125,37418,15913,simplify,simplified,-10885
D00663.obj,Quadruped,11748,8892,20871,15977,simplify,simplified,-2856
D00700.obj,Quadruped,7066,7066,13992,13992,unchanged,unchanged,0
D00757.obj,Quadruped,3023,9427,6041,18846,subdivide,subdivided,6404
D00794.obj,Quadruped,7510,7510,15018,15016,unchanged,unchanged,0
D00795.obj,Quadruped,13081,9636,21595,16834,simplify,simplified,-3445
D00831.obj,Quadruped,1614,9787,3169,19365,subdivide,subdivided,8173
D00841.obj,Quadruped,2100,8353,4159,16596,subdivide,subdivided,6253
D00867.obj,Quadruped,6344,9693,12676,19377,unchanged,subdivided,3349
D00934.obj,Quadruped,1971,7827,3888,15544,subdivide,subdivided,5856
m100.obj,Quadruped,606,9666,1208,19328,subdivide,subdivided,9060
m101.obj,Quadruped,1143,9575,2180,19044,subdivide,subdivided,8432
m102.obj,Quadruped,127,7309,226,14464,subdivide,subdivided,7182
m103.obj,Quadruped,16049,8666,31432,16762,simplify,simplified,-7383
m104.obj,Quadruped,233,8067,462,16108,subdivide,subdivided,7834
m105.obj,Quadruped,146,8413,260,16640,subdivide,subdivided,8267
m106.obj,Quadruped,346,8415,690,16826,subdivide,subdivided,8069
m107.obj,Quadruped,3051,9489,6052,18882,subdivide,subdivided,6438
m108.obj,Quadruped,11105,8660,22258,17327,simplify,simplified,-2445
m109.obj,Quadruped,1288,9906,2520,19756,subdivide,subdivided,8618
m110.obj,Quadruped,453,7218,902,14432,subdivide,subdivided,6765
m111.obj,Quadruped,1238,9632,2442,19145,subdivide,subdivided,8394
m112.obj,Quadruped,7691,7691,15294,15294,unchanged,unchanged,0
m273.obj,Quadruped,485,7550,942,15072,subdivide,subdivided,7065
m274.obj,Quadruped,23984,9164,47904,18304,simplify,simplified,-14820
m275.obj,Quadruped,20586,7868,41168,15732,simplify,simplified,-12718
m276.obj,Quadruped,2309,9183,4587,18292,subdivide,subdivided,6874
m277.obj,Quadruped,445,7024,874,13984,subdivide,subdivided,6579
m278.obj,Quadruped,359,8048,646,15800,subdivide,subdivided,7689
m279.obj,Quadruped,275,9167,524,18308,subdivide,subdivided,8892
m280.obj,Quadruped,2894,8843,5504,17165,subdivide,subdivided,5949
m281.obj,Quadruped,10119,7877,20198,15734,simplify,simplified,-2242
m282.obj,Quadruped,1848,7272,3587,14316,subdivide,subdivided,5424
m86.obj,Quadruped,176,7946,245,15040,subdivide,subdivided,7770
m87.obj,Quadruped,691,8394,1331,16584,subdivide,subdivided,7703
m88.obj,Quadruped,1618,9849,3220,19690,subdivide,subdivided,8231
m89.obj,Quadruped,12515,9759,25030,19491,simplify,simplified,-2756
m90.obj,Quadruped,1783,7088,3526,14096,subdivide,subdivided,5305
m91.obj,Quadruped,1614,9755,3169,19364,subdivide,subdivided,8141
m92.obj,Quadruped,1971,7827,3888,15544,subdivide,subdivided,5856
m93.obj,Quadruped,278,8152,464,16212,subdivide,subdivided,7874
m94.obj,Quadruped,3332,7939,6328,15397,subdivide,subdivided,4607
m95.obj,Quadruped,956,8335,1908,16666,subdivide,subdivided,7379
m96.obj,Quadruped,5169,7853,10061,15337,unchanged,subdivided,2684
m97.obj,Quadruped,3601,9972,7083,19726,subdivide,subdivided,6371
m98.obj,Quadruped,4195,9109,8236,17905,subdivide,subdivided,4914
m99.obj,Quadruped,1450,8827,2888,17646,subdivide,subdivided,7377
D00134.obj,RectangleTable,204,7959,422,15729,subdivide,subdivided,7755
D00187.obj,RectangleTable,2136,7891,3688,14088,subdivide,subdivided,5755
D00230.obj,RectangleTable,3713,9907,6676,18183,subdivide,subdivided,6194
D00243.obj,RectangleTable,839,7934,1648,15747,subdivide,subdivided,7095
D00295.obj,RectangleTable,190,8995,360,17970,subdivide,subdivided,8805
D00302.obj,RectangleTable,122,9845,216,19176,subdivide,subdivided,9723
D00317.obj,RectangleTable,1042,9010,2706,16523,subdivide,subdivided,7968
D00418.obj,RectangleTable,2003,8352,6267,14429,subdivide,subdivided,6349
D00421.obj,RectangleTable,95,8132,166,16240,subdivide,subdivided,8037
D00505.obj,RectangleTable,189,8358,334,16672,subdivide,subdivided,8169
D00523.obj,RectangleTable,12460,9704,25140,19503,simplify,simplified,-2756
D00530.obj,RectangleTable,180,8335,340,16572,subdivide,subdivided,8155
D00571.obj,RectangleTable,1245,8245,2409,16400,subdivide,subdivided,7000
D00603.obj,RectangleTable,7120,7120,13672,13672,unchanged,unchanged,0
D00678.obj,RectangleTable,1768,6898,3419,13660,subdivide,subdivided,5130
D00714.obj,RectangleTable,512,7712,960,15360,subdivide,subdivided,7200
D00766.obj,RectangleTable,2973,8262,8352,14345,subdivide,subdivided,5289
D00944.obj,RectangleTable,1016,8736,1996,17436,subdivide,subdivided,7720
D00954.obj,RectangleTable,614,8783,1052,16832,subdivide,subdivided,8169
m763.obj,RectangleTable,116,9907,136,19008,subdivide,subdivided,9791
m764.obj,RectangleTable,72,8608,121,16772,subdivide,subdivided,8536
m765.obj,RectangleTable,1005,7815,1726,15042,subdivide,subdivided,6810
m870.obj,RectangleTable,48,9187,92,18370,subdivide,subdivided,9139
m871.obj,RectangleTable,60,6000,184,16640,subdivide,subdivided,5940
m872.obj,RectangleTable,2229,8829,4413,17536,subdivide,subdivided,6600
m873.obj,RectangleTable,679,9832,1206,19168,subdivide,subdivided,9153
m874.obj,RectangleTable,68,9199,88,17570,subdivide,subdivided,9131
m875.obj,RectangleTable,528,6512,744,11904,subdivide,subdivided,5984
m876.obj,RectangleTable,44,6914,52,13312,subdivide,subdivided,6870
m878.obj,RectangleTable,320,9705,534,18659,subdivide,subdivided,9385
m879.obj,RectangleTable,276,9169,556,18309,subdivide,subdivided,8893
m881.obj,RectangleTable,60,8693,86,17172,subdivide,subdivided,8633
m882.obj,RectangleTable,598,8782,1072,17152,subdivide,subdivided,8184
m883.obj,RectangleTable,96,8423,172,16826,subdivide,subdivided,8327
m886.obj,RectangleTable,996,9072,2432,17495,subdivide,subdivided,8076
m887.obj,RectangleTable,340,9690,616,19316,subdivide,subdivided,9350
m888.obj,RectangleTable,36,7666,60,15360,subdivide,subdivided,7630
m889.obj,RectangleTable,511,7526,1018,15776,subdivide,subdivided,7015
m890.obj,RectangleTable,508,7822,979,15648,subdivide,subdivided,7314
m891.obj,RectangleTable,190,8995,360,17970,subdivide,subdivided,8805
m894.obj,RectangleTable,80,8081,100,15575,subdivide,subdivided,8001
m895.obj,RectangleTable,80,8096,100,15575,subdivide,subdivided,8016
m896.obj,RectangleTable,144,8187,160,15653,subdivide,subdivided,8043
m897.obj,RectangleTable,128,9865,152,19065,subdivide,subdivided,9737
m898.obj,RectangleTable,288,9500,348,17372,subdivide,subdivided,9212
m901.obj,RectangleTable,190,8995,360,17970,subdivide,subdivided,8805
m902.obj,RectangleTable,198,9297,372,18570,subdivide,subdivided,9099
m904.obj,RectangleTable,128,9824,152,19065,subdivide,subdivided,9696
m905.obj,RectangleTable,48,8763,67,17152,subdivide,subdivided,8715
m906.obj,RectangleTable,178,7809,312,15574,subdivide,subdivided,7631
m907.obj,RectangleTable,158,7235,214,13696,subdivide,subdivided,7077
m908.obj,RectangleTable,288,9500,348,17372,subdivide,subdivided,9212
m912.obj,RectangleTable,36,7686,60,15360,subdivide,subdivided,7650
m913.obj,RectangleTable,104,9206,188,18392,subdivide,subdivided,9102
m914.obj,RectangleTable,576,7716,956,15136,subdivide,subdivided,7140
m915.obj,RectangleTable,40,7690,60,15360,subdivide,subdivided,7650
m917.obj,RectangleTable,96,8423,172,16826,subdivide,subdivided,8327
m919.obj,RectangleTable,78,8556,124,17052,subdivide,subdivided,8478
m920.obj,RectangleTable,426,9267,736,18000,subdivide,subdivided,8841
D00015.obj,Rocket,88,9793,156,19566,subdivide,subdivided,9705
D00343.obj,Rocket,1053,8853,2008,17539,subdivide,subdivided,7800
D00346.obj,Rocket,1508,8934,2904,17756,subdivide,subdivided,7426
D00354.obj,Rocket,3242,7829,6348,15446,subdivide,subdivided,4587
D00426.obj,Rocket,36,6976,56,14336,subdivide,subdivided,6940
D00428.obj,Rocket,1030,8951,2048,17890,subdivide,subdivided,7921
D00433.obj,Rocket,170,9746,304,19456,subdivide,subdivided,9576
D00437.obj,Rocket,1743,6775,3910,13036,subdivide,subdivided,5032
D00472.obj,Rocket,66,9778,108,19352,subdivide,subdivided,9712
D00485.obj,Rocket,2060,8176,4064,16256,subdivide,subdivided,6116
D00528.obj,Rocket,204,9792,392,19568,subdivide,subdivided,9588
D00564.obj,Rocket,12987,8113,24466,14882,simplify,simplified,-4874
D00585.obj,Rocket,876,9688,1728,19352,subdivide,subdivided,8812
D00614.obj,Rocket,161,7476,224,14336,subdivide,subdivided,7315
D00697.obj,Rocket,217,9627,430,19264,subdivide,subdivided,9410
D00719.obj,Rocket,6491,9920,12970,19825,unchanged,subdivided,3429
D00851.obj,Rocket,1030,8951,2048,17890,subdivide,subdivided,7921
D00942.obj,Rocket,186,9187,368,18370,subdivide,subdivided,9001
D00975.obj,Rocket,7791,7790,15346,15310,unchanged,unchanged,-1
D00083.obj,RoundTable,1040,8955,2040,17821,subdivide,subdivided,7915
D00094.obj,RoundTable,12412,9688,24720,19281,simplify,simplified,-2724
D00107.obj,RoundTable,356,8391,904,15478,subdivide,subdivided,8035
D00194.obj,RoundTable,371,7910,604,14935,subdivide,subdivided,7539
D00344.obj,RoundTable,136,7570,236,15104,subdivide,subdivided,7434
D00401.obj,RoundTable,355,8079,551,15016,subdivide,subdivided,7724
D00407.obj,RoundTable,215,9903,408,18560,subdivide,subdivided,9688
D00492.obj,RoundTable,13002,7913,25984,15806,simplify,simplified,-5089
D00501.obj,RoundTable,744,9170,1468,18320,subdivide,subdivided,8426
D00503.obj,RoundTable,1706,7966,3316,15816,subdivide,subdivided,6260
D00524.obj,RoundTable,1141,9890,2262,19760,subdivide,subdivided,8749
D00581.obj,RoundTable,772,9281,1526,18319,subdivide,subdivided,8509
D00646.obj,RoundTable,1921,7441,3600,14400,subdivide,subdivided,5520
D00649.obj,RoundTable,2136,8514,4256,17008,subdivide,subdivided,6378
D00702.obj,RoundTable,6647,7922,13237,15782,unchanged,subdivided,1275
D00756.obj,RoundTable,828,8042,1652,16080,subdivide,subdivided,7214
D00827.obj,RoundTable,1732,6886,3436,13744,subdivide,subdivided,5154
D00866.obj,RoundTable,288,9620,636,18868,subdivide,subdivided,9332
D00909.obj,RoundTable,1185,7963,2330,15875,subdivide,subdivided,6778
D00948.obj,RoundTable,1740,6936,3464,13856,subdivide,subdivided,5196
m921.obj,RoundTable,1921,7441,3600,14400,subdivide,subdivided,5520
m922.obj,RoundTable,54,8795,88,17570,subdivide,subdivided,8741
